scac,pol,pod,tsp,service_codes
OOLU,DEWVN,HKHKG,DEHAM,;LL3;
OOLU,DEWVN,HKHKG,DEHAM;SGSIN,;LL3;KTX6;
OOLU,DEWVN,HKHKG,MYPKG,;LL4;CIX3;
SEJJ,DEHAM,MAPTM,,
ANNU,MYPGU,AUTSV,SGSIN,;
ANNU,MYPGU,AUTSV,MYPKG,;
CMDU,BEANR,TRGEB,,FEMEX1
MSCU,CNSHA,GBBEL,BEANR,LION SERVICE;
MSCU,CNSHA,GBBEL,BEANR,;
MSCU,TRALI,KEMBA,TRTEK;SAKAC,;;
MSCU,DEHAM,GTPBR,BEANR;PACTB,;;
ONEY,USORF,AEJEA,,EC5
OOLU,FIHEL,SAJED,NLRTM,;SBE5;IP2;
OOLU,FIHEL,SAJED,NLRTM,;SBE5;IP3;
OOLU,FIHEL,SAJED,NLRTM,;SBE5;LL5;
OOLU,FIHEL,SAJED,NLRTM,;SBE5;IP1;
OOLU,FIHEL,SAJED,DEHAM,;;IP3;
OOLU,FIHEL,SAJED,DEHAM,;;IP2;
OOLU,FIHEL,SAJED,DEHAM,;GFS;IP3;
OOLU,FIHEL,SAJED,DEHAM,;GFS;IP2;
OOLU,FIHEL,SAJED,DEBRV,;;IP1;
SEJJ,EGALY,FRFOS,,
ANNU,MYTPP,AUFRE,SGSIN,AAXSANL;AAXWANL
ANNU,MYTPP,AUFRE,,AAXSANL
ANNU,MYTPP,AUFRE,SGSIN,AAXEANL;AAXWANL
CMDU,CAHAL,CNTXG,NLRTM,SL1;FAL8
CMDU,CAHAL,CNTXG,NLRTM,SL1;FAL2
CMDU,CAHAL,CNTXG,MYPKG,CJX;KCM2
ONEY,AUBNE,GBLGP,SGSIN,AU2;FE5
MSCU,CNSHA,JOAQJ,SAKAC,;RED SEA FEEDER SERVICE 2
MSCU,TRIST,MXVER,PTSIE,;
MSCU,DEHAM,INCCU,LKCMB,;
ONEY,VNSGN,JPUKB,,JV2
ONEY,VNHPH,MXLZC,HKHKG,9V5;AX2
MSCU,CNNGB,ESGIJ,PTSIE,LION SERVICE;
ONEY,USLAX,TWKHH,,PS4
OOLU,GRPIR,AUSYD,SGSIN,;LL3;AAA1;
OOLU,GRPIR,AUSYD,SGSIN,;LL3;AAA2;
OOLU,GRPIR,AUSYD,SGSIN,;LL3;ASA;
OOLU,GRPIR,AUSYD,MYPKG,;EM1;AAA2;
OOLU,GRPIR,AUSYD,MYPKG,;EM1;ASA;
OOLU,GRPIR,AUSYD,SGSIN,;WM1;AAA1;
OOLU,GRPIR,AUSYD,SGSIN,;WM1;AAA2;
OOLU,GRPIR,AUSYD,SGSIN,;WM1;ASA;
ANNU,NZTRG,AUADL,AUMEL,;AAXSANL
MSCU,CNTAO,EETLL,BEANR,;
MSCU,TRMER,ITGOA,GRPIR,;
MSCU,DEHAM,LYTIP,BEANR;ITGIT,;;
ONEY,VNSGN,ARBUE,SGSIN,VSS;SX2
ONEY,VNSGN,ARBUE,SGSIN,VSS;SX1
OOLU,IDJKT,AUSYD,SGSIN,;CSE1;ASA;
OOLU,IDJKT,AUSYD,SGSIN,;CSE1;AAA1;
OOLU,IDJKT,AUSYD,SGSIN,;CSE1;AAA2;
OOLU,IDJKT,AUSYD,,;ASA;
OOLU,IDJKT,AUSYD,SGSIN,;ASA;ASA;
OOLU,IDJKT,AUSYD,MYPKG,;ASA;AAA2;
OOLU,IDJKT,AUSYD,SGSIN,;ASA;AAA2;
SEJJ,ESBCN,ILASH,EGPSE,;
ANNU,AUADL,NZAKL,AUMEL,;
ANNU,AUADL,NZAKL,NZTRG,;
CMDU,CNLYG,DEHAM,CNTAO,;FAL2
CMDU,CNLYG,DEHAM,CNSHA,;FAL6
CMDU,CNLYG,DEHAM,CNSHA,;
CMDU,CNLYG,DEHAM,CNTAO,;FAL6
CMDU,CNLYG,DEHAM,CNTAO;SGSIN,;FAL3;
CMDU,CNLYG,DEHAM,KRPUS,;
MSCU,CNTAO,FIKTK,BEANR,;
MSCU,TWKHH,ROCND,SGSIN;TRTEK,;;
MSCU,DEHAM,PKKHI,INMUN,;MALABAR SERVICE
ONEY,BEANR,MXVER,,AL4
OOLU,ILASH,USNYC,GRPIR,;LGX1;EMA;
SEJJ,ESBCN,LBBEY,,
ANNU,AUMEL,JPYOK,,
ANNU,AUMEL,JPYOK,TWKHH,;
CMDU,CNNGB,MXLZC,,ACSA1
MSCU,CNTXG,PLGDY,CNNGB,;
MSCU,USCHS,FRFOS,ITGIT,;
MSCU,DEHAM,SAJED,,
ONEY,CNNGB,MMRGN,SGSIN,PS3;SMM
ONEY,CNNGB,MMRGN,SGSIN,PMX;SMM
ONEY,CNNGB,MMRGN,SGSIN,SW2;SMM
ONEY,CNNGB,MMRGN,SGSIN,MD1;SMM
ONEY,CNNGB,MMRGN,SGSIN,SAC;SMM
ONEY,CNNGB,MMRGN,SGSIN,AG3;SMM
ONEY,CNNGB,MMRGN,SGSIN,SX1;SMM
ONEY,CNNGB,MMRGN,SGSIN,AR1;SMM
ONEY,CNNGB,MMRGN,SGSIN,SX2;SMM
ONEY,CNNGB,MMRGN,SGSIN,FE2;SMM
ONEY,CNNGB,MMRGN,SGSIN,CCX;SMM
ONEY,CNNGB,MMRGN,SGSIN,AG4;SMM
ONEY,CNNGB,MMRGN,SGSIN,WA1;SMM
ONEY,CNNGB,MMRGN,SGSIN,MD2;SMM
ONEY,CNNGB,MMRGN,SGSIN,MD3;SMM
OOLU,MXZLO,CLSAI,,;TLP1;
SEJJ,ESBCN,TRIZM,,
ANNU,CNNSA,NZAKL,CNSHK,;
CMDU,CNNSA,HRRJK,SGSIN,TLX;BEX2
CMDU,CNNSA,HRRJK,MTMLA,MEX;ADRINAF
CMDU,CNNSA,HRRJK,SGSIN,MEX;BEX2
MSCU,CNYTN,HNPCR,PACTB,;
MSCU,USCHS,ITNAP,,
MSCU,DEHAM,TNTUN,ITGIT,;
ONEY,CNSHA,IDJKT,,CID
ONEY,CNSHA,IDJKT,,CKI
ONEY,CNSHA,IDJKT,,CM2
OOLU,SIKOP,AUBNE,MYPKG,;AAS;ASA;
SEJJ,ITGOA,TRGEB,,
ANNU,CNSHA,AUADL,MYPKG,;AAXSANL
ANNU,CNSHA,AUADL,SGSIN,;AAXSANL
CMDU,CNSHA,DKAAR,DEHAM,FAL6;
CMDU,CNSHA,DKAAR,DEHAM,FAL8;
CMDU,CNSHA,DKAAR,DEHAM,;
CMDU,CNSHA,DKAAR,DEHAM,FAL2;
MSCU,DEBRV,IDSRG,MYTPP,;
ONEY,BEANR,IDJKT,SGSIN,FE3;TI2
ONEY,BEANR,IDJKT,SGSIN,FE4;TI1
ONEY,BEANR,IDJKT,SGSIN,FE4;TI2
ONEY,BEANR,IDJKT,SGSIN,FE5;TI2
ONEY,CNTXG,BRSSZ,KRPUS,;SX1
ONEY,USSAV,BEANR,,AL3
OOLU,TWKHH,AUBNE,,;A3N;
OOLU,TWKHH,AUBNE,,;A3C;
SEJJ,ITTRS,ILASH,,
ANNU,CNTAO,AUFRE,SGSIN,;AAXWANL
MSCU,DEBRV,KEMBA,BEANR;SAKAC,;;
MSCU,USNYC,IDJKT,SGSIN,;CAPRICORN SERVICE
ONEY,CNYTN,CAHAL,SGSIN,;EC5
OOLU,CNNSA,MYPKG,HKHKG,;;KTX6;
OOLU,CNNSA,MYPKG,,;CSS2;
OOLU,CNNSA,MYPKG,HKHKG,;;KTX5;
OOLU,CNNSA,MYPKG,,;CSS3;
OOLU,CNNSA,MYPKG,,;LL3;
SEJJ,LTKLJ,ESALG,DEBRV,;
ANNU,CNTXG,NZLYT,CNSHK,;
CMDU,INMAA,USSAV,SGSIN,IEX;CJX
CMDU,INMAA,USSAV,LKCMB,;CJX
CMDU,INMAA,USSAV,MYPKG,IEX;CJX
MSCU,DEBRV,NZPOE,MYTPP,;
MSCU,USNYC,SGSIN,,
MSCU,DKAAR,BRNVT,BEANR,;
OOLU,CNSHK,HRRJK,,;AAS;
SEJJ,MAAGA,SIKOP,ESALG;EGPSE,;;
ANNU,CNXMN,NZAKL,TWKHH,;
ANNU,CNXMN,NZAKL,HKHKG,;
CMDU,ITLIV,USORF,,AMERIGO
MSCU,DEBRV,USMSY,,
MSCU,USPEF,DOHAI,,
MSCU,DKAAR,ILASH,BEANR,;
ONEY,INMAA,PAROD,SGSIN;KRPUS,CCX;MD3;AX2
ONEY,INMAA,PAROD,SGSIN;KRPUS,CCX;SX1;AX2
ONEY,INMAA,PAROD,SGSIN;KRPUS,CCX;MD2;AX2
OOLU,CNXMN,USLGB,,;VCS;
OOLU,CNXMN,USLGB,USLAX,;PCS1;
SEJJ,PLGDN,NOLAR,DEBRV,;
ANNU,HKHKG,AUBNE,,
CMDU,MYPEN,USORF,MYPKG,;CJX
MSCU,DEHAM,ESLPA,,
MSCU,USSAV,PHMNN,KRPUS,;
MSCU,DKCPH,CNTXG,BEANR;SGSIN,;LION SERVICE;
ONEY,KRPUS,USCHS,,EC1
ONEY,KRPUS,USCHS,,EC2
OOLU,DEHAM,NZLYT,MYPKG,;LL4;NZS;
OOLU,DEHAM,NZLYT,SGSIN,;LL3;NZS;
OOLU,DEHAM,NZLYT,MYTPP;MYPKG,;LL6;;NZS;
OOLU,DEHAM,NZLYT,MYTPP;MYPKG,;LL7;;NZS;
SEJJ,PTLIS,DZALG,ESALG;MAPTM,;;
ANNU,IDJKT,NZLYT,SGSIN,;
CMDU,NLRTM,USMIA,,VICTORY
ONEY,BEANR,USHOU,,AL4
MSCU,GBSOU,MXVER,,
MSCU,GBSOU,MXVER,BEANR,;
MSCU,VNDAD,GBFXT,CNYTN;MYTPP,;LION SERVICE;
MSCU,DKCPH,LBBEY,BEANR,;
ONEY,CNSHA,FRFOS,,MD2
ONEY,NLRTM,JPYOK,SGSIN,;JID
ONEY,NLRTM,JPYOK,SGSIN,FE5;JSM
ONEY,NLRTM,JPYOK,SGSIN,FE4;JSM
ONEY,NLRTM,JPYOK,SGSIN,FE4;JID
ONEY,NLRTM,JPYOK,KRPUS,FE4;JPH
ONEY,NLRTM,JPYOK,KRPUS,FE4;AX3
ONEY,NLRTM,JPYOK,SGSIN,FE3;JSM
ONEY,NLRTM,JPYOK,SGSIN,FE3;JID
ONEY,NLRTM,JPYOK,SGSIN,FE2;JSM
ONEY,NLRTM,JPYOK,SGSIN,FE2;JID
ONEY,NLRTM,JPYOK,KRPUS,FE2;JPH
ONEY,VNSGN,INMAA,SGSIN,VSS;SVX
ONEY,VNSGN,INMAA,SGSIN,VSS;CCX
OOLU,DEHAM,THLCH,MYPKG,;LL4;ITS;
OOLU,DEHAM,THLCH,DEWVN;SGSIN,;LL1;VTS;
OOLU,DEHAM,THLCH,SGSIN,;LL3;;
OOLU,DEHAM,THLCH,SGSIN,;LL3;ITS;
OOLU,DEHAM,THLCH,SGSIN,;LL3;VTS;
OOLU,DEHAM,THLCH,MYPKG,;LL3;;
SEJJ,SIKOP,TRIZM,EGPSE,;
ANNU,IDSRG,NZAKL,SGSIN,;
ANNU,IDSRG,NZAKL,MYPKG,;
MSCU,HKHKG,AUMEL,,
MSCU,VNDAD,SIKOP,CNSHK,;
MSCU,DKFRC,LRMLW,BEANR;TGLFW,;;GULF OF GUINEA FEEDER SERVICE
ONEY,SGSIN,GBSOU,,FE3
ONEY,SGSIN,GBSOU,,FE2
OOLU,DKFRC,CAMTR,DEHAM,;;GEX2;
OOLU,DKFRC,CAMTR,DEBRV,;;GEX1;
ANNU,INTUT,AUMEL,LKCMB;MYPKG,;;AAXSANL
CMDU,USORF,MYPEN,MYPKG,CJX;
CMDU,FIHEL,CAMTR,DEBRV,;SL1
MSCU,HKHKG,SEGOT,CNYTN;MYTPP,PEARL SERVICE;;
MSCU,VNVUT,AUADL,SGSIN,;CAPRICORN SERVICE
MSCU,EETLL,AEJEA,BEANR,;
ONEY,SGSIN,USLAX,,
ONEY,SGSIN,USLAX,,PS3
ONEY,SGSIN,USLAX,,PS7
OOLU,FIHEL,THBKK,PLGDN;SGSIN,;PFX;LL1;VTS;
OOLU,FIHEL,THBKK,NLRTM;MYPKG;THLCH,;SBE5;LL4;ITS;
OOLU,FIHEL,THBKK,NLRTM;MYPKG;SGSIN,;SBE5;LL4;BSS;VTS;
OOLU,FIHEL,THBKK,NLRTM;SGSIN,;SBE5;LL3;VTS;
OOLU,FIHEL,THBKK,NLRTM;SGSIN;THLCH,;SBE5;LL3;ITS;
OOLU,FIHEL,THBKK,NLRTM;SGSIN;THLCH,;SBE5;LL3;VTS;
OOLU,FIHEL,THBKK,NLRTM;SGSIN;THLCH,;SBE5;LL3;;
OOLU,FIHEL,THBKK,DEHAM;MYPKG;THSCS,;;LL4;ITS;
OOLU,FIHEL,THBKK,DEHAM;SGSIN,;;LL3;VTS;
OOLU,FIHEL,THBKK,DEHAM;SGSIN,;GFS;LL3;VTS;
OOLU,FIHEL,THBKK,DEHAM;MYPKG;THLCH,;;LL4;ITS;
OOLU,FIHEL,THBKK,DEHAM;SGSIN;THLCH,;;LL3;ITS;
OOLU,FIHEL,THBKK,DEHAM;SGSIN;THLCH,;GFS;LL3;ITS;
OOLU,FIHEL,THBKK,DEHAM;SGSIN;THLCH,;;LL3;VTS;
OOLU,FIHEL,THBKK,DEHAM;SGSIN;THLCH,;GFS;LL3;VTS;
OOLU,FIHEL,THBKK,DEHAM;SGSIN;THLCH,;;LL3;;
OOLU,FIHEL,THBKK,DEHAM;SGSIN;THLCH,;GFS;LL3;;
ANNU,MYPGU,NZAKL,SGSIN,;
CMDU,USSAV,AUBNE,,RTWPAN
MSCU,IDSUB,USCHS,SGSIN,;
MSCU,IDSUB,USCHS,KRPUS,;
MSCU,VNVUT,IEDUB,MYTPP;BEANR,;LION SERVICE;
MSCU,VNVUT,IEDUB,MYTPP;BEANR,;;
MSCU,EGALY,GBLGP,TRMER,;
ONEY,THLCH,USJAX,,EC5
OOLU,IDSUB,AUBNE,SGSIN,;;ASA;
OOLU,IDSUB,AUBNE,SGSIN,;;AAA1;
OOLU,IDSUB,AUBNE,SGSIN,;SBY2;ASA;
OOLU,IDSUB,AUBNE,SGSIN,;SBY2;AAA1;
OOLU,IDSUB,AUBNE,MYPKG,;CIS;ASA;
OOLU,IDSUB,AUBNE,MYPKG,;ITS;ASA;
OOLU,IDSUB,AUBNE,SGSIN,;ITS;AAA1;
SEJJ,TRGEM,DEHAM,,
ANNU,MYPKG,AUFRE,,AAXSANL
ANNU,MYPKG,AUFRE,,AAXWANL
CMDU,ZACPT,CAMTR,AEJEA;BEANR,MIDAS1;EPIC;SL1
CMDU,ZACPT,CAMTR,CGPNR;BEANR,ASAFGR;EURAF5;SL1
MSCU,IDSUB,USLAX,SGSIN;KRPUS,;;
MSCU,ARBUE,CNXMN,SGSIN,IPANEMA SERVICE;
MSCU,EGEDK,DEBRV,NLRTM,;
ONEY,THLCH,USSAV,,EC5
OOLU,ITGOA,CNJXN,HKHKG;CNCAN,;WM1;;
OOLU,ITGOA,CNJXN,CNYTN;CNCAN,;WM1;;
OOLU,ITGOA,CNJXN,MYPKG;HKHKG;CNCAN,;WM2;CIX3;;
SEJJ,TRGEM,GBBEL,BEANR;NLRTM,;;
ANNU,THLCH,AUTSV,SGSIN,;
CMDU,BDCGP,CLARI,SGSIN;CNSHK;PECLL,;PEX2;ACSA1;INCAS
CMDU,BDCGP,CLARI,CNSHA;PECLL,;ACSA1;INCAS
MSCU,ILASH,GBLGP,,
MSCU,AUMEL,NZTRG,,CAPRICORN SERVICE
MSCU,ESALG,BRNVT,PTSIE,;
ONEY,CNTAO,USTIW,,PN4
ONEY,USLAX,NLRTM,,AL5
ONEY,BDCGP,AUMEL,SGSIN,BAS;AU1
OOLU,JPUKB,IDJKT,,;KTX3;
SEJJ,TRIZM,DEBRV,,
ANNU,VNVUT,AUMEL,SGSIN,;AAXSANL
MSCU,INCCU,BEANR,LKCMB,;
MSCU,BEANR,JPNGO,SGSIN;KRPUS,LION SERVICE;IPANEMA SERVICE;
MSCU,ESALG,USMIA,,
ONEY,USORF,MYPEN,SGSIN,EC5;PF1
ONEY,USORF,MYPEN,SGSIN,;PF1
OOLU,NZTRG,KRPUS,,;JKN;
OOLU,NZTRG,KRPUS,MYPKG,;NZS;LL4;
OOLU,NZTRG,KRPUS,MYPKG,;NZS;WM2;
SEJJ,TRIZM,SIKOP,EGPSE,;
ANNU,AUDRW,KRPUS,SGSIN,;
CMDU,CNNTG,FIHEL,CNSHA;DEHAM,;FAL2;
CMDU,CNNTG,FIHEL,CNSHA;DEHAM,;FAL6;
MSCU,INCOK,TRGEM,LKCMB;ITGIT;TRTEK,;;;
MSCU,BEANR,MUPLU,,
MSCU,ESBCN,ECGYE,PTSIE;PAROD,;;
ONEY,ZADUR,INMUN,,AIM
OOLU,THLCH,GBSOU,SGSIN;GBFXT,;ITS;LL1;
OOLU,THLCH,GBSOU,SGSIN;GBFXT,;ITS;LL6;
OOLU,THLCH,GBSOU,SGSIN,;ITS;LL5;
OOLU,THLCH,GBSOU,SGSIN;GBFXT,;;LL1;
OOLU,THLCH,GBSOU,SGSIN;GBFXT,;;LL6;
OOLU,THLCH,GBSOU,SGSIN,;;LL5;
OOLU,THLCH,GBSOU,SGSIN;GBFXT,;AAA1;LL6;
OOLU,THLCH,GBSOU,SGSIN;GBFXT,;AAA1;LL1;
OOLU,THLCH,GBSOU,SGSIN,;AAA1;LL5;
OOLU,THLCH,GBSOU,SGSIN;GBFXT,;TCX;LL6;
OOLU,THLCH,GBSOU,SGSIN;GBFXT,;TCX;LL1;
OOLU,THLCH,GBSOU,SGSIN,;TCX;LL5;
OOLU,THLCH,GBSOU,SGSIN;GBFXT,;VTS;LL1;
OOLU,THLCH,GBSOU,SGSIN;GBFXT,;VTS;LL6;
OOLU,THLCH,GBSOU,SGSIN,;VTS;LL5;
SEJJ,BEANR,ILASH,,
ANNU,BHKBS,AUMEL,AEJEA;SGSIN,;;AAXSANL
ANNU,BHKBS,AUMEL,AEJEA;MYPKG,;;AAXSANL
CMDU,CNZSN,FRFOS,CNNSA,;MEX
CMDU,CNZSN,FRFOS,CNYTN,;NEWMEX2S
CMDU,CNZSN,FRFOS,CNSHK,;MEX
CMDU,CNZSN,FRFOS,HKHKG,;NEWMEX2S
MSCU,INENR,DKCPH,LKCMB;BEANR,;;
MSCU,INENR,DKCPH,BEANR,;
MSCU,BGVAR,NOOSL,TRTEK;BEANR,;;
MSCU,ESBCN,IDJKT,SGSIN,;CAPRICORN SERVICE
ONEY,AEJEA,AUSYD,SGSIN,EC5;NZ1
ONEY,AEJEA,AUSYD,SGSIN,AG3;NZ1
ONEY,AEJEA,AUSYD,SGSIN,EC5;AU1
ONEY,AEJEA,AUSYD,SGSIN,EC5;AU2
OOLU,THLCH,USSAV,MYPKG,;ITS;;
OOLU,THLCH,USSAV,CNTAO,;CHL4;ECC2;
OOLU,THLCH,USSAV,SGSIN,;AAA1;;
SEJJ,BEANR,ILHFA,,
ANNU,CNCKG,NZAKL,CNSHA,;
CMDU,COCTG,CLSAI,,AMERXL
CMDU,COCTG,CLSAI,,WCC
MSCU,INHZA,USORF,INMUN,;
MSCU,BRRIO,USNYC,,
MSCU,ESBCN,QAHMD,AEAUH,;MALABAR SERVICE
ONEY,AUADL,CNNGB,SGSIN,AU1;PMX
ONEY,AUADL,CNNGB,SGSIN,AU1;SX1
ONEY,AUADL,CNNGB,SGSIN,AU1;SW2
ONEY,AUADL,CNNGB,SGSIN,AU1;MD3
ONEY,AUADL,CNNGB,SGSIN,AU1;AR1
ONEY,AUADL,CNNGB,SGSIN,AU1;MD2
ONEY,AUADL,CNNGB,SGSIN,AU1;SX2
ONEY,AUADL,CNNGB,SGSIN,AU1;AG3
ONEY,AUADL,CNNGB,SGSIN,AU1;SAC
ONEY,AUADL,CNNGB,SGSIN,AU1;MD1
OOLU,USORF,INNSA,,;IEX;
SEJJ,BEANR,TRIZM,,
ANNU,CNGAS,AUMEL,CNSHK,;
CMDU,DEHAM,VNSGN,MYPKG;VNVUT,;CJX;
CMDU,DEHAM,VNSGN,VNVUT,FAL7;
ONEY,CAVAN,CNTAO,,PN4
MSCU,INMUN,NOHAU,DEHAM,;
MSCU,CAPRR,CNTXG,KRPUS,;
MSCU,ESBCN,USBAL,ESVLC,;
ONEY,AUADL,JPTYO,SGSIN,AU1;
ONEY,AUADL,JPTYO,SGSIN,AU1;JID
ONEY,AUADL,JPTYO,SGSIN,AU1;JSM
ONEY,KRPUS,DEHAM,,FE4
ONEY,CNFQG,USSAV,SGSIN,PMX;EC5
ONEY,CNFQG,USSAV,CNXMN,9Q1;
ONEY,CNFQG,USSAV,CNNGB,8CD;EC2
OOLU,CAMTR,GBSOU,GBLIV,;GEX1;
OOLU,CAMTR,GBSOU,,;GEX2;
SEJJ,CYLMS,FIHEL,DEBRV,;
SEJJ,CYLMS,FIHEL,EGPSE;DEBRV,;;
ANNU,INIXE,NZNPE,LKCMB;MYPKG,;;
ANNU,INIXE,NZNPE,INNSA;SGSIN,;;
MSCU,ITNAP,USORF,,
MSCU,CLVAP,USCHS,PACTB,;
MSCU,ESBCN,USBOS,,
ONEY,BEANR,CAHAL,,AL5
SEJJ,DEHAM,MACAS,MAPTM,;CASABLANCA SERVICE
ANNU,INMAA,AUADL,SGSIN,;AAXSANL
ANNU,INMAA,AUADL,MYPKG,;AAXSANL
CMDU,MYTPP,USLAX,CNXMN,NWAX3;PEARL
CMDU,MYTPP,USLAX,SGSIN,WAX;CJX
MSCU,ITTRS,TWTXG,CNNGB,;TAIWAN - NINGBO FEEDER SERVICE
MSCU,ESBCN,VNVUT,SGSIN,;
ONEY,CNSHA,MXZLO,,AX3
ONEY,CNSHA,MXZLO,,AX2
ONEY,CNSHA,MXZLO,,AX1
OOLU,CNTAO,DEBRV,BEANR,;LL5;ATE1;
OOLU,CNTAO,DEBRV,DEHAM,;LL2;
OOLU,CNTAO,DEBRV,NLRTM,;LL2;ATE1;
OOLU,CNTAO,DEBRV,CNNGB;DEWVN,;LL2;LL1;
OOLU,CNTAO,DEBRV,CNNGB;DEWVN,;ME5;LL1;
OOLU,CNTAO,DEBRV,DEHAM,;LL6;
SEJJ,EGALY,BEANR,,
ANNU,INMUN,AUADL,MYPKG,;AAXSANL
ANNU,INMUN,AUADL,SGSIN,;AAXSANL
CMDU,PECLL,DOCAU,,WCC
CMDU,PECLL,DOCAU,COCTG,AMERXL;WCC
CMDU,PECLL,DOCAU,COCTG,AMERXL;PEX2
CMDU,PECLL,DOCAU,COCTG,AMERXL;ALTAMIRA
MSCU,LKCMB,USJAX,ESVLC;BSFPO,;;
MSCU,ESBIO,BRSSA,PTSIE,;
ONEY,CNSHA,PTLEI,NLRTM,FE2;IBC
ONEY,CNSHA,PTLEI,NLRTM,FE4;IBC
OOLU,CNTAO,SIKOP,KRPUS,;WM2;AAS;
OOLU,CNTAO,SIKOP,CNNGB,;LL2;AAS;
OOLU,CNTAO,SIKOP,CNNGB,;ME5;AAS;
SEJJ,EGALY,MACAS,,
ANNU,JPOSA,NZAKL,CNSHA,;
CMDU,PHMNL,USLGB,CNSHA,;HIXP
MSCU,LKCMB,USSAV,,
MSCU,ESBIO,CLPAG,BEANR;PECLL,;;
MSCU,ESBIO,CLPAG,PTSIE;PECLL,;;
ONEY,DEHAM,CAHAL,,AL5
OOLU,CNXMN,AUFRE,SGSIN,;LL1;AAA2;
OOLU,CNXMN,AUFRE,SGSIN,;CSS2;AWX;
OOLU,CNXMN,AUFRE,SGSIN,;CSS2;AAA2;
OOLU,CNXMN,AUFRE,SGSIN,;CIX3;AWX;
OOLU,CNXMN,AUFRE,SGSIN,;CIX3;AAA2;
OOLU,CNXMN,AUFRE,SGSIN,;CSS3;AWX;
OOLU,CNXMN,AUFRE,SGSIN,;CSS3;AAA2;
SEJJ,ESBCN,FIRAU,ESALG;DEBRV,;;
ANNU,MYPEN,AUMEL,SGSIN,;AAXSANL
ANNU,MYPEN,AUMEL,MYPKG,;AAXSANL
ANNU,SGJUR,AUSYD,SGSIN,;AAXSANL
ANNU,SGJUR,AUSYD,SGSIN,;AAXEANL
ONEY,CAVAN,MYPKG,HKHKG,PN3;JSM
ONEY,CAVAN,MYPKG,SGSIN,PN2;PS3
ONEY,CAVAN,MYPKG,SGSIN,PN2;
ONEY,CAVAN,MYPKG,SGSIN,PN2;KCS
MSCU,LVRIX,USPEF,BEANR;BSFPO,;;
MSCU,ESBIO,MACAS,,
ONEY,DEHAM,ILHFA,EGDAM,IO3;
ONEY,SGSIN,AUSYD,,AU1
ONEY,SGSIN,AUSYD,,AU2
ONEY,SGSIN,AUSYD,,NZ1
ONEY,CNTXG,GBSOU,KRPUS,FE4;FE2
ONEY,CNTXG,GBSOU,KRPUS,;FE2
OOLU,DEHAM,AUSYD,MYPKG,;LL4;AAA2;
OOLU,DEHAM,AUSYD,MYPKG,;LL4;ASA;
OOLU,DEHAM,AUSYD,SGSIN,;LL3;AAA1;
OOLU,DEHAM,AUSYD,SGSIN,;LL3;AAA2;
OOLU,DEHAM,AUSYD,SGSIN,;LL3;ASA;
OOLU,DEHAM,AUSYD,MYTPP;MYPKG,;LL6;;AAA2;
OOLU,DEHAM,AUSYD,MYTPP;MYPKG,;LL6;;ASA;
OOLU,DEHAM,AUSYD,MYTPP;MYPKG,;LL7;;AAA2;
OOLU,DEHAM,AUSYD,MYTPP;MYPKG,;LL7;;ASA;
MSCU,CNNSA,BGBOJ,SGSIN;ITGIT,;;
SEJJ,ESBCN,MAPTM,,
ANNU,NZAKL,AUADL,AUMEL,;AAXSANL
ANNU,NZAKL,AUADL,,
MSCU,NLRTM,NZWLG,SGSIN,;
MSCU,CNFOC,DEBRV,CNXMN;MYTPP,;;
MSCU,ESVLC,COCTG,PTSIE;PACTB,;;
ONEY,GBLGP,MXVER,,AL4
OOLU,DEHAM,INMAA,,;IP3;
SEJJ,ESVLC,GRPIR,,
ANNU,NZAKL,FJLTK,,
CMDU,USHOU,IDSUB,SGSIN,PEX3;
MSCU,NOLAR,EGPSW,BEANR;ITGIT,;;
MSCU,CNFOC,ITGOA,SGSIN,;
MSCU,ESVLC,FIHEL,BEANR,;
ONEY,IDJKT,USORF,SGSIN,TI1;
ONEY,IDJKT,USORF,SGSIN,TI1;EC5
ONEY,IDJKT,USORF,SGSIN,JID;
ONEY,IDJKT,USORF,SGSIN,JID;EC5
ONEY,IDJKT,USORF,SGSIN,TI2;
ONEY,IDJKT,USORF,SGSIN,TI2;EC5
OOLU,DEHAM,TRMER,,;NET2;
SEJJ,ESVLC,NOBGO,ESALG;DEBRV,;;
ANNU,NZNPE,AUMEL,NZTRG,;
ANNU,NZNPE,AUMEL,NZAKL,;
CMDU,VNHPH,CAVAN,CNSHA,;CPNW
CMDU,VNHPH,CAVAN,HKHKG,;TWPKS
MSCU,NOLAR,ESALG,BEANR,;LION SERVICE
MSCU,ESVLC,GTPBR,PTSIE;PACTB,;;
ONEY,IDSUB,DEHAM,SGSIN,;FE5
ONEY,IDSUB,DEHAM,SGSIN,;
OOLU,DEWVN,CNTAO,DEHAM;MYPKG,;LL4;WM2;
OOLU,DEWVN,CNTAO,SGSIN,;LL1;WM1;
OOLU,DEWVN,CNTAO,DEHAM;SGSIN,;LL3;WM1;
OOLU,DEWVN,CNTAO,MYPKG,;LL4;WM2;
OOLU,DEWVN,CNTAO,DEHAM,;LL6;
OOLU,DEWVN,CNTAO,DEHAM,;LL2;
OOLU,DEWVN,CNTAO,DEHAM;MYPKG,;LL3;WM2;
SEJJ,FIHEL,CYLMS,DEBRV;EGPSE,;;
CMDU,CNFOC,PLGDN,CNXMN,;FAL5
CMDU,CNFOC,PLGDN,CNXMN;SGSIN;DEHAM,;FAL5;;
