CARRIER,ORIGIN,DESTINATION,TS1,LEG0
OOLU,CNSHA,GRSKG,CNNGB;GRPIR,;WM1;PNE;
OOLU,CNSHA,GRSKG,CNNGB;GRPIR,;WM1;;
OOLU,CNSHA,GRSKG,GRPIR,;LL3;AGT;
OOLU,CNSHA,GRSKG,CNNGB;GRPIR,;LL2;AGT;
OOLU,CNSHA,GRSKG,CNNGB;GRPIR,;LL2;PNE;
OOLU,CNSHA,GRSKG,ITVDL;GRPIR,;WM1;WM1;AGT;
OOLU,CNSHA,GRSKG,ITVDL;GRPIR,;WM1;WM1;PNE;
OOLU,CNSHA,GRSKG,ITVDL;GRPIR,;WM1;WM1;;
OOLU,CNSHA,GRSKG,GRPIR,;EM1;AGT;
OOLU,CNSHA,GRSKG,GRPIR,;EM1;PNE;
OOLU,CNSHA,GRSKG,CNNGB;ITVDL;GRPIR,;WM1;WM1;AGT;
OOLU,CNSHA,GRSKG,CNNGB;ITVDL;GRPIR,;WM1;WM1;PNE;
OOLU,CNSHA,GRSKG,CNNGB;ITVDL;GRPIR,;WM1;WM1;;
OOLU,CNSHA,GRSKG,CNNGB;GRPIR,;EM1;PNE;
OOLU,CNSHA,GRSKG,CNNGB;GRPIR,;LL3;AGT;
SEAU,BRIOA,USBAL,COCTG,;
ANNU,AUMEL,NZLYT,,
CMDU,CNTXG,ITCTA,CNTAO;MTMLA,KCM2;MEX;TYRREX
MSCU,BEANR,NZLYT,AUSYD,;
MSCU,BEANR,NZLYT,SGSIN,LION SERVICE;
MSCU,HRRJK,USBAL,ITGIT,;
MSCU,MYTPP,USSEA,CNSHA,;CHINOOK
ONEY,CNSHA,ILASH,,MD3
OOLU,CNSHK,JPTYO,,;KTX1;
OOLU,CNSHK,JPTYO,,;KTX6;
OOLU,CNSHK,JPTYO,,;KTX2;
SEAU,BRIOA,USORF,,
ANNU,KRPUS,AUBNE,,
ZIMU,TRMER,USSAV,,ZCA
ZIMU,TRMER,USSAV,,ZCT
CMDU,GBSOU,USNYC,,LIBERTY
MSCU,BHKBS,USSAV,AEAUH,;
MSCU,IEORK,AEJEA,BEANR,;
MSCU,NLRTM,CNDLC,SGSIN,;
MSCU,NLRTM,CNDLC,MYTPP,;
ONEY,CNTAO,CRMOB,COCNR,EC2;CX2
ONEY,CNTAO,CRMOB,KRPUS;PAMIT,AX3;EC1;CX4
ONEY,CNTAO,CRMOB,KRPUS;PAMIT,AX3;EC1;CX2
ONEY,CNTAO,CRMOB,KRPUS;PAMIT,CTP;EC1;CX2
OOLU,CNTAO,NLRTM,,;LL5;
OOLU,CNTAO,NLRTM,BEANR,;LL5;
OOLU,CNTAO,NLRTM,,;LL2;
OOLU,CNTAO,NLRTM,,;LL6;
OOLU,CNTAO,NLRTM,BEANR,;LL2;
SEAU,BRNVT,USLAX,PACTB;PABLB,;;
ANNU,CNSHA,NZLYT,,
CMDU,ITNAP,AUADL,MTMLA,TYRREX;NEWMO
CMDU,ITNAP,AUADL,MTMLA;MYPKG,TYRREX;MEX;
MSCU,BRNVT,MXATM,,
MSCU,ILASH,ITTRS,,
MSCU,NLRTM,DZALG,ESVLC,;
ONEY,IDSRG,USOAK,SGSIN,;PS3
ONEY,IDSRG,USOAK,SGSIN,;
ONEY,IDSRG,USOAK,SGSIN,;PS7
OOLU,CNXMN,AUBNE,,;A3S;
OOLU,CNXMN,AUBNE,,;A3C;
SEAU,BRRIG,VEPBL,COCTG,;;
ANNU,VNSGN,AUBNE,SGSIN,;AAXEANL
CMDU,ITVCE,AUBNE,GRPIR;SGSIN,ADRIMED;NEWMEX2S;
CMDU,ITVCE,AUBNE,MTMLA;AUMEL,ADRINAF;NEWMO;A3C
MSCU,ILHFA,SIKOP,,
MSCU,NLRTM,INVTZ,LKCMB,;
OOLU,CNYTN,USOAK,,;;
OOLU,CNYTN,USOAK,,;PCS2;
ANNU,KRPUS,AUFRE,SGSIN,;AAXWANL
CMDU,USCHS,BEANR,,LIBERTY
CMDU,USCHS,BEANR,,VICTORY
MSCU,CNDLC,COBUN,KRPUS,;ANDES EXPRESS SERVICE
MSCU,ILHFA,USBAL,ESVLC,;
MSCU,NLRTM,IQUQR,SAKAC;AEAUH,;;
ONEY,KRPUS,CAVAN,,PN3
ONEY,KRPUS,CAVAN,,PN4
OOLU,JPUKB,BEANR,SGSIN,;KTX3;LL2;
OOLU,JPUKB,BEANR,SGSIN,;KTX3;LL7;
OOLU,JPUKB,BEANR,SGSIN,;KTX6;LL2;
SEAU,BRRIO,USHOU,,
ANNU,NZLYT,AUMEL,,
CMDU,CNDLC,ESBCN,KRPUS,;MEX
CMDU,CNDLC,ESBCN,CNTAO,;MEX
CMDU,CNDLC,ESBCN,CNNGB,;MEX
CMDU,CNDLC,ESBCN,CNSHA,;MEX
CMDU,CNDLC,ESBCN,CNNGB;MTMLA,;TLX;MEDEX
MSCU,CNDLC,GBLIV,CNNGB;PTSIE,;LION SERVICE;
MSCU,ILHFA,USSAV,,
MSCU,NLRTM,JPYKK,SGSIN;KRPUS,;IPANEMA SERVICE;
ONEY,MYPKG,USLAX,,PS3
OOLU,VNHPH,GBFXT,SGSIN,;;LL1;
OOLU,VNHPH,GBFXT,SGSIN,;;LL6;
OOLU,VNHPH,GBFXT,SGSIN;GBSOU,;;LL5;
OOLU,VNHPH,GBFXT,SGSIN,;VJS;LL1;
OOLU,VNHPH,GBFXT,SGSIN,;VJS;LL6;
OOLU,VNHPH,GBFXT,SGSIN;GBSOU,;VJS;LL5;
SEAU,BRRIO,VEPBL,COCTG,;
ANNU,CNXMN,AUMEL,TWKHH,;
ANNU,CNXMN,AUMEL,,
ZIMU,TRYAR,USHOU,GRPIR;ITGOA,TBX;ZCA;MGX
CMDU,CNNGB,FIRAU,DEHAM,FAL8;SWX2
CMDU,CNNGB,FIRAU,DEHAM,FAL8;
MSCU,CNDLC,NZTRG,SGSIN,;CAPRICORN SERVICE
MSCU,INCCU,ITTRS,LKCMB;ITGIT,;;
MSCU,NOKRS,CNSHA,DEBRV,;
ONEY,NLRTM,SGSIN,,FE4
ONEY,NLRTM,SGSIN,,FE2
ONEY,NLRTM,SGSIN,,FE3
OOLU,CNNGB,GRSKG,GRPIR,;WM1;AGT;
OOLU,CNNGB,GRSKG,GRPIR,;WM1;PNE;
OOLU,CNNGB,GRSKG,GRPIR,;WM1;;
OOLU,CNNGB,GRSKG,GRPIR,;LL2;AGT;
OOLU,CNNGB,GRSKG,GRPIR,;LL2;PNE;
OOLU,CNNGB,GRSKG,ITVDL;GRPIR,;WM1;WM1;AGT;
OOLU,CNNGB,GRSKG,ITVDL;GRPIR,;WM1;WM1;PNE;
OOLU,CNNGB,GRSKG,ITVDL;GRPIR,;WM1;WM1;;
OOLU,CNNGB,GRSKG,GRPIR,;EM1;PNE;
OOLU,CNNGB,GRSKG,GRPIR,;LL3;AGT;
SEAU,BRSSA,PYASU,BRSSZ;UYMVD,;;
ANNU,VNHPH,AUMEL,SGSIN,;AAXSANL
CMDU,CNTAO,BRSSZ,SGSIN,;SEAS
CMDU,CNTAO,BRSSZ,SGSIN,;SEAS2
CMDU,CNTAO,BRSSZ,,SEAS2
CMDU,CNTAO,BRSSZ,SGSIN,SEAS2;SEAS
CMDU,CNTAO,BRSSZ,SGSIN;MAPTM,SEAS2;CJX;SIRIUS
CMDU,CNTAO,BRSSZ,SGSIN;MAPTM,SEAS2;;SIRIUS
CMDU,CNTAO,BRSSZ,SGSIN;ESALG,SEAS2;;SIRIUS
MSCU,CNDLC,SIKOP,,
MSCU,INCOK,ALDRZ,LKCMB;ITGIT,;;
MSCU,INCOK,ALDRZ,LKCMB;ESVLC;ITGIT,;;;
MSCU,NOLAR,JPUKB,BEANR;SGSIN;KRPUS,;LION SERVICE;IPANEMA SERVICE;
ONEY,USLGB,HKHKG,KRPUS,CP8;AX2
ONEY,USLGB,HKHKG,KRPUS,CP8;PN3
OOLU,CNSHA,VNSGN,VNCLI,;CHL5;
OOLU,CNSHA,VNSGN,CNNGB;VNCLI,;CHL5;
OOLU,CNSHA,VNSGN,CNNGB;SGSIN,;ME5;;
OOLU,CNSHA,VNSGN,VNCLI,;CHL3;
OOLU,CNSHA,VNSGN,CNNGB;VNCLI,;CHL3;
SEAU,BRSSZ,NICIO,PACTB;PABLB,;;
ANNU,AUBNE,NZTRG,,
CMDU,CNTXG,TRAMB,CNSHK;TRIZT,;BEX;
CMDU,CNTXG,TRAMB,CNSHA;TRIZT,KCM2;BEX;
MSCU,CNNGB,SEHEL,BEANR,LION SERVICE;
MSCU,CNNGB,SEHEL,BEANR,;
MSCU,INCOK,PLGDY,LKCMB;BEANR,;;
MSCU,NZLYT,AEJEA,SGSIN;LKCMB;INMUN,;;;MIDDLE EAST FEEDER - LOOP 4
ONEY,VNHPH,JPHKT,,JVH
OOLU,FIHEL,CAMTR,DEHAM,;;GEX2;
OOLU,FIHEL,CAMTR,DEHAM,;GFS;GEX2;
OOLU,FIHEL,CAMTR,DEBRV,;GFS;GEX1;
ANNU,KHKOS,AUMEL,SGSIN,;AAXSANL
CMDU,DEHAM,INNSA,,EPIC2
MSCU,CNNSA,IEDUB,MYTPP;BEANR,;LION SERVICE;
MSCU,CNNSA,IEDUB,MYTPP;BEANR,;;
MSCU,INENR,GRSKG,LKCMB;ITGIT,;;
MSCU,OMSOH,USHOU,AEAUH,;
ONEY,CNNGB,CRMOB,PAMIT,EC1;CX2
ONEY,CNNGB,CRMOB,KRPUS;PAMIT,EC1;EC1;CX4
ONEY,CNNGB,CRMOB,COCNR,EC2;CX2
OOLU,FRLEH,TWKHH,BEZEE;HKHKG,;LL3;PVCS;
OOLU,FRLEH,TWKHH,BEZEE;HKHKG,;LL3;PNW1;
OOLU,FRLEH,TWKHH,MYPKG,;LL4;CPX;
OOLU,FRLEH,TWKHH,KRPUS,;LL4;PNW1;
OOLU,FRLEH,TWKHH,BEZEE;CNYTN;HKHKG,;LL1;;PVCS;
OOLU,FRLEH,TWKHH,BEZEE;CNYTN;HKHKG,;LL1;;PNW1;
SEAU,BRSSZ,USPHL,,
ANNU,MYTPP,AUSYD,,AAXSANL
ANNU,MYTPP,AUSYD,,AAXEANL
CMDU,IDPNJ,ESVGO,SGSIN;MAPTM,;;AGAPOME
CMDU,IDPNJ,ESVGO,SGSIN;MAPTM,;;
CMDU,IDPNJ,ESVGO,SGSIN;MAPTM,;CJX;MEDCAN
CMDU,IDPNJ,ESVGO,SGSIN;MAPTM,;;MEDCAN
CMDU,IDPNJ,ESVGO,SGSIN;MAPTM,;CJX;AGAPOME
CMDU,IDPNJ,ESVGO,SGSIN;MAPTM,;CJX;
CMDU,IDPNJ,ESVGO,SGSIN;FRFOS,;MEX;MEDCAN
CMDU,IDPNJ,ESVGO,SGSIN;NLRTM,;FAL3;
CMDU,IDPNJ,ESVGO,SGSIN;ESVLC,;NEWMO;
CMDU,IDPNJ,ESVGO,SGSIN;ESBCN,;MEX;
CMDU,IDPNJ,ESVGO,SGSIN;MAPTM,;;EUROMAR
CMDU,IDPNJ,ESVGO,SGSIN;FRLEH,;;EUROMAR
CMDU,IDPNJ,ESVGO,SGSIN;NLRTM,;FAL3;EUROMAR
CMDU,IDPNJ,ESVGO,SGSIN;FRFOS,;NEWMEX2S;MEDCAN
CMDU,IDPNJ,ESVGO,SGSIN;ITGOA,;NEWMEX2S;MEDCAN
CMDU,IDPNJ,ESVGO,SGSIN;BEANR,;FAL2;
CMDU,IDPNJ,ESVGO,SGSIN;NLRTM,;FAL2;
CMDU,IDPNJ,ESVGO,SGSIN;ESALG,;;AGAPOME
CMDU,IDPNJ,ESVGO,SGSIN;ESALG,;;
CMDU,IDPNJ,ESVGO,SGSIN;ESALG,;;MEDCAN
MSCU,CNTAO,HRPLE,ITGIT,;
MSCU,INENR,KEMBA,LKCMB,;
MSCU,OMSOH,USNYC,AEAUH,;
ONEY,INMUN,NLRTM,,IOS
ONEY,INMUN,NLRTM,,IO2
SEAU,BRSUA,COBUN,BRSSA;PACTB;PABLB,;;;
ANNU,PHMNL,AUFRE,SGSIN,;AAXWANL
ANNU,PHMNL,AUFRE,SGSIN,;AAXSANL
CMDU,ITSPE,AUBNE,AUMEL,NEWMO;A3C
CMDU,ITSPE,AUBNE,SGSIN,NEWMEX2S;
ZIMU,VNSGN,USBAL,VNTOT,;ZXB
MSCU,CNTAO,UYMVD,CNNGB,;IPANEMA SERVICE
MSCU,CNTAO,UYMVD,ESVLC,;
MSCU,CNTAO,UYMVD,CNNGB;PTSIE,;LION SERVICE;
MSCU,INENR,TRGEB,ITGIT;MTMAR,;;
MSCU,PLGDN,IQUQR,SAKAC;AEAUH,;;
ONEY,JPUKB,SEHEL,DEHAM,;
OOLU,KRPUS,DEHAM,CNNGB;DEWVN,;LL4;LL1;
OOLU,KRPUS,DEHAM,CNNGB,;LL4;LL7;
OOLU,KRPUS,DEHAM,,;LL4;
OOLU,KRPUS,DEHAM,CNSHA;DEWVN,;LL4;LL1;
OOLU,KRPUS,DEHAM,CNSHA,;LL4;LL7;
OOLU,KRPUS,DEHAM,CNSHA,;WM2;LL7;
OOLU,KRPUS,DEHAM,CNNGB;DEWVN,;WM2;LL1;
OOLU,KRPUS,DEHAM,CNSHA;DEWVN,;WM2;LL1;
OOLU,KRPUS,DEHAM,CNNGB,;WM2;LL7;
SEAU,BRVIX,COBUN,BRRIO;PACTB;PABLB,;;;
ANNU,CNTAO,AUSYD,,
CMDU,VNHPH,ALDRZ,SGSIN;GRPIR,;NEWMEX2S;
MSCU,CNXMN,ILHFA,SGSIN,;
MSCU,INHZA,IEORK,BEANR,;
MSCU,INHZA,IEORK,INMUN;BEANR,;;
MSCU,QAHMD,BEANR,INMUN,;
ONEY,SGSIN,CLSAI,KRPUS,SX1;AX2
ONEY,SGSIN,CLSAI,KRPUS,AG3;AX2
ONEY,SGSIN,CLSAI,KRPUS,MD3;AX2
ONEY,SGSIN,CLSAI,KRPUS,MD1;AX2
ONEY,SGSIN,CLSAI,KRPUS,AR1;AX2
ONEY,SGSIN,CLSAI,KRPUS,MD2;AX2
OOLU,NLRTM,CNDLC,SGSIN,;LL3;CSS1;
OOLU,NLRTM,CNDLC,KRPUS,;LL4;PKOR;
OOLU,NLRTM,CNDLC,MYPKG,;LL4;CSS1;
OOLU,NLRTM,CNDLC,,;LL2;
OOLU,NLRTM,CNDLC,BEANR,;LL2;
SEAU,CLSAI,DOCAU,PABLB;PAMIT,;;
ANNU,NZTRG,AUSYD,,
CMDU,CNDLC,SIKOP,KRPUS,;BEX2
CMDU,CNDLC,SIKOP,CNNGB,;BEX2
CMDU,CNDLC,SIKOP,CNSHA,;BEX2
CMDU,CNDLC,SIKOP,CNSHK,;BEX2
MSCU,CNYTN,GEPTI,ITGIT,;
MSCU,INNSA,PTSIE,,
MSCU,SEAHU,AESHJ,BEANR;AEAUH,;;
ONEY,USNYC,ZADUR,ESALG,AL6;SRX
ONEY,USNYC,ZADUR,ESALG,EMA;SRX
OOLU,CNNKG,NLRTM,CNNGB,;LL4;
OOLU,CNNKG,NLRTM,CNSHA;BEANR,;LL7;
OOLU,CNNKG,NLRTM,CNSHA,;LL7;
OOLU,CNNKG,NLRTM,CNSHA,;LL2;
OOLU,CNNKG,NLRTM,CNSHA,;LL5;
OOLU,CNNKG,NLRTM,CNSHA;BEANR,;LL2;
OOLU,CNNKG,NLRTM,CNSHA;BEANR,;LL5;
OOLU,CNNKG,NLRTM,CNSHA,;LL6;
OOLU,CNNKG,NLRTM,CNSHA,;LL4;
OOLU,CNNKG,NLRTM,CNNGB,;LL5;
OOLU,CNNKG,NLRTM,CNNGB,;LL7;
OOLU,CNNKG,NLRTM,CNNGB,;LL2;
OOLU,CNNKG,NLRTM,CNNGB,;LL6;
OOLU,CNNKG,NLRTM,CNNGB;BEANR,;LL2;
OOLU,CNNKG,NLRTM,CNSHA,;LL3;
SEAU,CLSAI,HNPCR,PABLB;PAMIT,;;
ANNU,THLCH,AUSYD,SGSIN,;AAXSANL
ANNU,THLCH,AUSYD,SGSIN,;AAXEANL
CMDU,CNNGB,GBBEL,NLRTM,FAL6;ISX
CMDU,CNNGB,GBBEL,FRDKK,;ISX
CMDU,CNNGB,GBBEL,NLRTM,;ISX
CMDU,CNNGB,GBBEL,GBSOU,FAL3;
CMDU,CNNGB,GBBEL,NLRTM,FAL3;ISX
CMDU,CNNGB,GBBEL,NLRTM,FAL2;ISX
CMDU,CNNGB,GBBEL,NLRTM,FAL8;ISX
MSCU,SEGOT,INNSA,BEANR,;
ONEY,BDCGP,ARBUE,SGSIN,BAS;SX1
ONEY,BDCGP,ARBUE,SGSIN,BAS;SX2
OOLU,CNSHA,PLGDN,NLRTM;PLGDY,;LL7;SBE5;
OOLU,CNSHA,PLGDN,NLRTM;PLGDY,;LL4;SBE5;
OOLU,CNSHA,PLGDN,NLRTM;PLGDY,;LL6;SBE5;
OOLU,CNSHA,PLGDN,,;LL1;
OOLU,CNSHA,PLGDN,CNNGB,;LL1;
SEAU,CLSAI,MXVER,PABLB;PACTB,;;
ANNU,CNXMN,AUSYD,TWKHH,;
ANNU,CNXMN,AUSYD,,
CMDU,CNNGB,ITSPE,,NEWMEX2S
CMDU,CNNGB,ITSPE,SGSIN,;NEWMEX2S
MSCU,INTUT,ILHFA,LKCMB;ITGIT,;;
MSCU,SESTO,HKHKG,LTKLJ;SGSIN,;;
MSCU,SESTO,HKHKG,BEANR;SGSIN,;LION SERVICE;IPANEMA SERVICE
ONEY,CNFOC,CAVAN,CNXMN,9CV;PN1
ONEY,CNFOC,CAVAN,HKHKG,9CY;PN3
OOLU,NLRTM,CNTXG,HKHKG,;LL3;CHL4;
OOLU,NLRTM,CNTXG,BEANR,;LL7;
OOLU,NLRTM,CNTXG,,;LL2;
OOLU,NLRTM,CNTXG,BEANR,;LL2;
OOLU,NLRTM,CNTXG,,;LL7;
SEAU,CLSAI,USEWR,PABLB;PAMIT,;;
ANNU,AUSYD,NZTRG,,
CMDU,CNNSA,GBLIV,CNYTN;NLRTM,;FAL6;
CMDU,CNNSA,GBLIV,CNYTN;NLRTM,;FAL6;ISX
CMDU,CNNSA,GBLIV,SGSIN;NLRTM,;FAL6;
CMDU,CNNSA,GBLIV,SGSIN;NLRTM,;FAL3;
CMDU,CNNSA,GBLIV,CNYTN;NLRTM,;FAL8;ISX
CMDU,CNNSA,GBLIV,CNYTN;NLRTM,;FAL3;ISX
CMDU,CNNSA,GBLIV,CNYTN;FRDKK,;;ISX
CMDU,CNNSA,GBLIV,CNYTN;ESALG,;;
ZIMU,VNSGN,VEPBL,VNTOT;JMKIN,;ZXB;VEL
MSCU,DEHAM,KRPUS,AEAUH,;
MSCU,ITCVV,BRSSZ,ESVLC,;
ONEY,CNNGB,BEANR,,FE3
OOLU,PTLEI,MOMFM,NLRTM;MYPKG;HKHKG,;NIX1;LL4;CIX3;;
OOLU,PTLEI,MOMFM,NLRTM;HKHKG,;NIX1;LL3;;
SEAU,CLSVE,COBUN,PABLB,;
ANNU,INNSA,AUMEL,MYPKG,;AAXSANL
ANNU,INNSA,AUMEL,SGSIN,;AAXSANL
CMDU,CNYTN,GBLIV,NLRTM,FAL3;
CMDU,CNYTN,GBLIV,NLRTM,FAL3;ISX
CMDU,CNYTN,GBLIV,FRDKK,;ISX
CMDU,USORF,DEHAM,DEBRV,LIBERTY;
CMDU,USORF,DEHAM,DEBRV,LIBERTY;SWX2
MSCU,ESBIO,USBOS,PTSIE,;
MSCU,ITGOA,OMSOH,AEAUH,;MIDDLE EAST FEEDER - LOOP 4
MSCU,THLCH,ALDRZ,SGSIN;ITGIT,;;
OOLU,CNSHA,CAPRR,,;PNW4;
OOLU,CNSHA,CAPRR,CAVAN,;PNW4;
OOLU,CNSHA,CAPRR,CNNGB;HKHKG;CAVAN,;FCS2;PNW1;
OOLU,CNSHA,CAPRR,CNNGB;CAVAN,;PNW2;
OOLU,CNSHA,CAPRR,CAVAN,;PNW3;
OOLU,CNSHA,CAPRR,CAVAN,;PNW2;
OOLU,CNSHA,CAPRR,CNNGB;CAVAN,;PNW3;
OOLU,CNSHA,CAPRR,HKHKG;CAVAN,;CIX3;PNW1;
OOLU,CNSHA,CAPRR,,;PCN1;
OOLU,CNSHA,CAPRR,CNNGB,;PNW4;
OOLU,CNSHA,CAPRR,CNNGB;CAVAN,;PNW4;
SEAU,CLSVE,VCCRP,PABLB;PAMIT;DOCAU;VICTD,;;;;
ANNU,JPOSA,AUBNE,,
CMDU,FRLEH,BRSSZ,ESALG,EPIC;SIRIUS
CMDU,FRLEH,BRSSZ,BEANR,VICTORY;SAFRAN1
MSCU,GBTEE,MYPKG,BEANR;SGSIN,ANTWERP - TEESPORT - GRANGEMOUTH SERVICE;LION SERVICE;
MSCU,ITSAL,JPUKB,SAKAC;KRPUS,;;
MSCU,THLCH,BRRIO,SGSIN;BRNVT,;IPANEMA SERVICE;
MSCU,THLCH,BRRIO,SGSIN;ESVLC,;;
OOLU,FIHEL,CNSHA,DEHAM,;;LL2;
OOLU,FIHEL,CNSHA,DEHAM;CNNGB,;;LL7;
OOLU,FIHEL,CNSHA,DEHAM;CNNGB,;;LL2;
OOLU,FIHEL,CNSHA,DEHAM,;;LL7;
OOLU,FIHEL,CNSHA,DEHAM,;;LL6;
OOLU,FIHEL,CNSHA,DEHAM;CNNGB,;;LL4;
OOLU,FIHEL,CNSHA,DEHAM;CNNGB,;;LL6;
OOLU,FIHEL,CNSHA,DEHAM,;;LL4;
OOLU,FIHEL,CNSHA,PLGDN,;PFX;LL1;
OOLU,FIHEL,CNSHA,PLGDN;CNNGB,;PFX;LL1;
OOLU,FIHEL,CNSHA,NLRTM,;SBE5;LL2;
OOLU,FIHEL,CNSHA,NLRTM;CNNGB,;SBE5;LL7;
OOLU,FIHEL,CNSHA,NLRTM;CNNGB,;SBE5;LL4;
OOLU,FIHEL,CNSHA,NLRTM,;SBE5;LL7;
OOLU,FIHEL,CNSHA,NLRTM,;SBE5;LL5;
OOLU,FIHEL,CNSHA,NLRTM,;SBE5;LL4;
OOLU,FIHEL,CNSHA,NLRTM;CNNGB,;SBE5;LL5;
OOLU,FIHEL,CNSHA,NLRTM;CNNGB,;SBE5;LL2;
OOLU,FIHEL,CNSHA,NLRTM,;SBE5;LL6;
OOLU,FIHEL,CNSHA,NLRTM;CNNGB,;SBE5;LL6;
OOLU,FIHEL,CNSHA,DEHAM,;GFS;LL2;
OOLU,FIHEL,CNSHA,DEHAM;CNNGB,;GFS;LL2;
OOLU,FIHEL,CNSHA,DEHAM;CNNGB,;GFS;LL7;
OOLU,FIHEL,CNSHA,DEHAM,;GFS;LL7;
OOLU,FIHEL,CNSHA,DEHAM,;GFS;LL6;
OOLU,FIHEL,CNSHA,DEHAM;CNNGB,;GFS;LL6;
OOLU,FIHEL,CNSHA,DEHAM,;GFS;LL3;
ANNU,NZLYT,AUSYD,,
CMDU,ITSPE,AUSYD,,NEWMO
CMDU,ITSPE,AUSYD,SGSIN,NEWMEX2S;
MSCU,GEPTI,NLRTM,TRTEK;BEANR,GEORGIA SERVICE STRING 3;;
MSCU,ITTRS,JPTMK,KRPUS;JPYOK,;;
MSCU,THLCH,GBBEL,MYTPP;BEANR,;;
MSCU,THLCH,GBBEL,MYTPP;BEANR,;LION SERVICE;
ONEY,CNTAO,PTLEI,NLRTM,FE4;IBC
SEAU,CLVAP,SVAQJ,PABLB,;
ANNU,THLCH,AUADL,SGSIN,;AAXSANL
CMDU,USMIA,NLRTM,,VICTORY
CMDU,USMIA,NLRTM,,PEX3
MSCU,HKHKG,NZAKL,AUBNE,;
MSCU,HKHKG,NZAKL,SGSIN,IPANEMA SERVICE;
MSCU,JOAQJ,GBLGP,SAKAC;BEANR,RED SEA FEEDER SERVICE 2;;
MSCU,THLCH,HRRJK,SGSIN,;
ONEY,FRLEH,TWKEL,KRPUS,FE2;JVH
ONEY,FRLEH,TWKEL,KRPUS,FE2;9JI
OOLU,AUSYD,CNSHA,,;A3N;
OOLU,AUSYD,CNSHA,,;A3C;
OOLU,AUSYD,CNSHA,CNNGB,;A3C;
SEAU,COBUN,USLAX,PABLB,;
ANNU,THLCH,AUMEL,SGSIN,;AAXSANL
CMDU,VNVUT,DEWVN,SGSIN,CJX;FAL5
CMDU,VNVUT,DEWVN,SGSIN,FAL3;FAL5
ZIMU,AUBNE,AUFRE,,TFX
MSCU,INENR,AUSYD,LKCMB;MUPLU,;;
MSCU,KRPUS,AUMEL,,
MSCU,THLCH,MXESE,KRPUS,;
ONEY,GBSOU,CNSHA,,FE2
OOLU,CNSHA,IDJKT,,;;
OOLU,CNSHA,IDJKT,CNNGB,;;
OOLU,CNSHA,IDJKT,CNNGB;SGSIN,;PMX;KTX3;
OOLU,CNSHA,IDJKT,CNNGB;SGSIN,;FCS2;KTX3;
OOLU,CNSHA,IDJKT,CNNGB;SGSIN,;CPX3;KTX3;
OOLU,CNSHA,IDJKT,CNNGB,;CSE1;
OOLU,CNSHA,IDJKT,CNNGB;SGSIN,;CSS1;KTX3;
OOLU,CNSHA,IDJKT,,;CIS;
OOLU,CNSHA,IDJKT,CNNGB;SGSIN,;CPX;;
OOLU,CNSHA,IDJKT,SGSIN,;ME5;KTX3;
OOLU,CNSHA,IDJKT,CNNGB;SGSIN,;CPX;KTX3;
OOLU,CNSHA,IDJKT,SGSIN,;CIX1;KTX3;
OOLU,CNSHA,IDJKT,SGSIN,;CSS2;KTX3;
OOLU,CNSHA,IDJKT,SGSIN,;CIX3;KTX3;
OOLU,CNSHA,IDJKT,CNNGB;SGSIN,;ME1;KTX3;
OOLU,CNSHA,IDJKT,CNNGB;SGSIN,;ME5;KTX3;
OOLU,CNSHA,IDJKT,SGSIN,;PMX;KTX3;
OOLU,CNSHA,IDJKT,CNNGB;SGSIN,;LL1;KTX3;
SEAU,COBUN,USPEF,PABLB;PAMIT,;;
ANNU,IDPNJ,AUMEL,IDJKT;SGSIN,;;AAXSANL
CMDU,AUMEL,DKCPH,DEHAM,NEWMO;
MSCU,INHZA,IDJKT,LKCMB;SGSIN,;;
MSCU,KRPUS,BRSSZ,CNNGB;PTSIE,;LION SERVICE;
MSCU,KRPUS,BRSSZ,,IPANEMA SERVICE
MSCU,KRPUS,BRSSZ,DOCAU,SANTANA SERVICE;
MSCU,KRPUS,BRSSZ,ESVLC,;
MSCU,THLCH,NGTIN,SGSIN;TGLFW,;;
ONEY,MMRGN,NLRTM,SGSIN,SMM;FE5
ONEY,MMRGN,NLRTM,SGSIN,SMM;FE3
ONEY,MMRGN,NLRTM,SGSIN,SMM;
ONEY,MMRGN,NLRTM,SGSIN,SMM;FE2
OOLU,CNTAO,AUBNE,TWKHH,;NTX;A3N;
OOLU,CNTAO,AUBNE,,;A3N;
OOLU,CNTAO,AUBNE,CNNGB,;ME5;A3C;
SEAU,COBUN,VELAG,PABLB;PAMIT,;;
ANNU,NZTRG,AUBNE,,
CMDU,BEANR,USSAV,,LIBERTY
MSCU,INHZA,TRGEM,INMUN;TRTEK,;;GEORGIA SERVICE STRING 1
MSCU,LKCMB,TRMER,ITGIT,;
MSCU,THLCH,ZACPT,SGSIN;ZAZBA,;;SHOSHOLOZA FEEDER
ONEY,THLCH,INNSA,,TIP
OOLU,CNTAO,HRRJK,CNNGB,;ME5;AAS;
OOLU,CNTAO,HRRJK,SGSIN,;LL2;AAS;
OOLU,CNTAO,HRRJK,CNNGB,;LL2;AAS;
OOLU,CNTAO,HRRJK,KRPUS,;WM2;AAS;
SEAU,COCTG,NICIO,PABLB,;
ANNU,THBKK,AUMEL,SGSIN,;AAXSANL
CMDU,CNSHA,SEGOT,BEANR,FAL8;
CMDU,CNSHA,SEGOT,DEHAM,FAL8;
CMDU,CNSHA,SEGOT,DEHAM,FAL2;
